Edges count:,2112
429,2.30057e-01,2.31294e-01,1.23703e-03
430,-1.40214e-01,-1.41120e-01,9.05616e-04
431,-4.90975e-01,-4.93920e-01,2.94499e-03
432,-7.73483e-01,-7.78073e-01,4.59049e-03
433,-9.48477e-01,-9.54086e-01,5.60851e-03
434,-9.91641e-01,-9.97495e-01,5.85417e-03
435,-8.96977e-01,-9.02268e-01,5.29095e-03
436,-6.77643e-01,-6.81639e-01,3.99544e-03
437,-3.64126e-01,-3.66273e-01,2.14646e-03
438,2.48884e-08,0.00000e+00,2.48884e-08
439,3.64126e-01,3.66273e-01,2.14642e-03
440,6.77643e-01,6.81639e-01,3.99539e-03
441,8.96977e-01,9.02268e-01,5.29089e-03
442,9.91641e-01,9.97495e-01,5.85412e-03
443,9.48477e-01,9.54086e-01,5.60847e-03
444,7.73483e-01,7.78073e-01,4.59045e-03
445,4.90975e-01,4.93920e-01,2.94495e-03
446,1.40214e-01,1.41120e-01,9.05591e-04
447,-2.30057e-01,-2.31294e-01,1.23705e-03
448,-5.68387e-01,-5.71561e-01,3.17481e-03
449,-8.27767e-01,-8.32391e-01,4.62324e-03
450,-9.72171e-01,-9.77530e-01,5.35893e-03
451,-9.81560e-01,-9.86808e-01,5.24749e-03
452,-8.54677e-01,-8.58934e-01,4.25754e-03
453,-6.09224e-01,-6.11682e-01,2.45826e-03
454,-2.79415e-01,-2.79415e-01,1.82036e-09
455,-9.66790e-01,-9.72884e-01,6.09442e-03
456,-9.66790e-01,-9.72884e-01,6.09441e-03
457,-9.66790e-01,-9.72884e-01,6.09442e-03
458,-9.66789e-01,-9.72884e-01,6.09453e-03
459,-9.66789e-01,-9.72884e-01,6.09445e-03
460,-9.66789e-01,-9.72884e-01,6.09454e-03
461,-9.66790e-01,-9.72884e-01,6.09444e-03
462,-9.66789e-01,-9.72884e-01,6.09451e-03
463,-9.66789e-01,-9.72884e-01,6.09449e-03
464,-9.66789e-01,-9.72884e-01,6.09448e-03
465,-9.66789e-01,-9.72884e-01,6.09448e-03
466,-9.66789e-01,-9.72884e-01,6.09445e-03
467,-9.66790e-01,-9.72884e-01,6.09444e-03
468,-9.66789e-01,-9.72884e-01,6.09447e-03
469,-9.66789e-01,-9.72884e-01,6.09448e-03
470,-9.66789e-01,-9.72884e-01,6.09445e-03
471,-9.66790e-01,-9.72884e-01,6.09444e-03
472,-9.66789e-01,-9.72884e-01,6.09448e-03
473,-9.66789e-01,-9.72884e-01,6.09454e-03
474,-9.66789e-01,-9.72884e-01,6.09453e-03
475,-9.66789e-01,-9.72884e-01,6.09447e-03
476,-9.66789e-01,-9.72884e-01,6.09446e-03
477,-9.66789e-01,-9.72884e-01,6.09447e-03
478,-9.66789e-01,-9.72884e-01,6.09447e-03
479,-9.66789e-01,-9.72884e-01,6.09447e-03
480,-9.66790e-01,-9.72884e-01,6.09440e-03
481,-9.66789e-01,-9.72884e-01,6.09449e-03
482,-9.66789e-01,-9.72884e-01,6.09454e-03
483,-9.66790e-01,-9.72884e-01,6.09445e-03
484,-9.66789e-01,-9.72884e-01,6.09450e-03
485,-9.66790e-01,-9.72884e-01,6.09437e-03
486,-9.66789e-01,-9.72884e-01,6.09454e-03
487,2.79415e-01,2.79415e-01,1.02525e-09
488,6.09224e-01,6.11682e-01,2.45825e-03
489,8.54677e-01,8.58934e-01,4.25752e-03
490,9.81560e-01,9.86808e-01,5.24748e-03
491,9.72171e-01,9.77530e-01,5.35891e-03
492,8.27767e-01,8.32391e-01,4.62321e-03
493,5.68387e-01,5.71561e-01,3.17481e-03
494,2.30057e-01,2.31294e-01,1.23704e-03
495,-1.40214e-01,-1.41120e-01,9.05610e-04
496,-4.90975e-01,-4.93920e-01,2.94498e-03
497,-7.73483e-01,-7.78073e-01,4.59049e-03
498,-9.48477e-01,-9.54086e-01,5.60851e-03
499,-9.91641e-01,-9.97495e-01,5.85417e-03
500,-8.96977e-01,-9.02268e-01,5.29095e-03
501,-6.77643e-01,-6.81639e-01,3.99544e-03
502,-3.64126e-01,-3.66273e-01,2.14646e-03
503,1.93590e-08,0.00000e+00,1.93590e-08
504,3.64126e-01,3.66273e-01,2.14642e-03
505,6.77643e-01,6.81639e-01,3.99539e-03
506,8.96977e-01,9.02268e-01,5.29090e-03
507,9.91641e-01,9.97495e-01,5.85413e-03
508,9.48477e-01,9.54086e-01,5.60847e-03
509,7.73483e-01,7.78073e-01,4.59045e-03
510,4.90975e-01,4.93920e-01,2.94494e-03
511,1.40214e-01,1.41120e-01,9.05592e-04
512,-2.30057e-01,-2.31294e-01,1.23706e-03
513,-5.68387e-01,-5.71561e-01,3.17481e-03
514,-8.27767e-01,-8.32391e-01,4.62322e-03
515,-9.72171e-01,-9.77530e-01,5.35892e-03
516,-9.81560e-01,-9.86808e-01,5.24748e-03
517,-8.54677e-01,-8.58934e-01,4.25753e-03
518,-6.09224e-01,-6.11682e-01,2.45826e-03
519,-2.79415e-01,-2.79415e-01,1.82036e-09
520,-9.83924e-01,-9.89992e-01,6.06884e-03
521,-9.83924e-01,-9.89992e-01,6.06883e-03
522,-9.83924e-01,-9.89992e-01,6.06883e-03
523,-9.83924e-01,-9.89992e-01,6.06893e-03
524,-9.83924e-01,-9.89992e-01,6.06886e-03
525,-9.83924e-01,-9.89992e-01,6.06893e-03
526,-9.83924e-01,-9.89992e-01,6.06885e-03
527,-9.83924e-01,-9.89992e-01,6.06891e-03
528,-9.83924e-01,-9.89992e-01,6.06890e-03
529,-9.83924e-01,-9.89992e-01,6.06889e-03
530,-9.83924e-01,-9.89992e-01,6.06889e-03
531,-9.83924e-01,-9.89992e-01,6.06886e-03
532,-9.83924e-01,-9.89992e-01,6.06885e-03
533,-9.83924e-01,-9.89992e-01,6.06887e-03
534,-9.83924e-01,-9.89992e-01,6.06888e-03
535,-9.83924e-01,-9.89992e-01,6.06886e-03
536,-9.83924e-01,-9.89992e-01,6.06885e-03
537,-9.83924e-01,-9.89992e-01,6.06888e-03
538,-9.83924e-01,-9.89992e-01,6.06894e-03
539,-9.83924e-01,-9.89992e-01,6.06893e-03
540,-9.83924e-01,-9.89992e-01,6.06888e-03
541,-9.83924e-01,-9.89992e-01,6.06887e-03
542,-9.83924e-01,-9.89992e-01,6.06887e-03
543,-9.83924e-01,-9.89992e-01,6.06886e-03
544,-9.83924e-01,-9.89992e-01,6.06887e-03
545,-9.83924e-01,-9.89992e-01,6.06879e-03
546,-9.83924e-01,-9.89992e-01,6.06889e-03
547,-9.83924e-01,-9.89992e-01,6.06894e-03
548,-9.83924e-01,-9.89992e-01,6.06885e-03
549,-9.83924e-01,-9.89992e-01,6.06891e-03
550,-9.83924e-01,-9.89992e-01,6.06878e-03
551,-9.83924e-01,-9.89992e-01,6.06894e-03
552,2.79415e-01,2.79415e-01,1.02525e-09
553,6.09224e-01,6.11682e-01,2.45825e-03
554,8.54677e-01,8.58934e-01,4.25752e-03
555,9.81560e-01,9.86808e-01,5.24748e-03
556,9.72171e-01,9.77530e-01,5.35892e-03
557,8.27767e-01,8.32391e-01,4.62321e-03
558,5.68387e-01,5.71561e-01,3.17481e-03
559,2.30057e-01,2.31294e-01,1.23704e-03
560,-1.40214e-01,-1.41120e-01,9.05605e-04
561,-4.90975e-01,-4.93920e-01,2.94497e-03
562,-7.73483e-01,-7.78073e-01,4.59048e-03
563,-9.48477e-01,-9.54086e-01,5.60850e-03
564,-9.91641e-01,-9.97495e-01,5.85416e-03
565,-8.96977e-01,-9.02268e-01,5.29094e-03
566,-6.77643e-01,-6.81639e-01,3.99543e-03
567,-3.64126e-01,-3.66273e-01,2.14646e-03
568,1.39171e-08,0.00000e+00,1.39171e-08
569,3.64126e-01,3.66273e-01,2.14642e-03
570,6.77643e-01,6.81639e-01,3.99540e-03
571,8.96977e-01,9.02268e-01,5.29090e-03
572,9.91641e-01,9.97495e-01,5.85414e-03
573,9.48477e-01,9.54086e-01,5.60848e-03
574,7.73483e-01,7.78073e-01,4.59045e-03
575,4.90975e-01,4.93920e-01,2.94495e-03
576,1.40214e-01,1.41120e-01,9.05589e-04
577,-2.30057e-01,-2.31294e-01,1.23706e-03
578,-5.68387e-01,-5.71561e-01,3.17481e-03
579,-8.27767e-01,-8.32391e-01,4.62322e-03
580,-9.72171e-01,-9.77530e-01,5.35891e-03
581,-9.81560e-01,-9.86808e-01,5.24747e-03
582,-8.54677e-01,-8.58934e-01,4.25752e-03
583,-6.09224e-01,-6.11682e-01,2.45826e-03
584,-2.79415e-01,-2.79415e-01,1.82036e-09
585,-8.64229e-01,-8.69507e-01,5.27773e-03
586,-8.64229e-01,-8.69507e-01,5.27772e-03
587,-8.64229e-01,-8.69507e-01,5.27771e-03
588,-8.64229e-01,-8.69507e-01,5.27780e-03
589,-8.64229e-01,-8.69507e-01,5.27774e-03
590,-8.64229e-01,-8.69507e-01,5.27779e-03
591,-8.64229e-01,-8.69507e-01,5.27773e-03
592,-8.64229e-01,-8.69507e-01,5.27777e-03
593,-8.64229e-01,-8.69507e-01,5.27778e-03
594,-8.64229e-01,-8.69507e-01,5.27778e-03
595,-8.64229e-01,-8.69507e-01,5.27777e-03
596,-8.64229e-01,-8.69507e-01,5.27774e-03
597,-8.64229e-01,-8.69507e-01,5.27772e-03
598,-8.64229e-01,-8.69507e-01,5.27774e-03
599,-8.64229e-01,-8.69507e-01,5.27775e-03
600,-8.64229e-01,-8.69507e-01,5.27774e-03
601,-8.64229e-01,-8.69507e-01,5.27772e-03
602,-8.64229e-01,-8.69507e-01,5.27776e-03
603,-8.64229e-01,-8.69507e-01,5.27782e-03
604,-8.64229e-01,-8.69507e-01,5.27781e-03
605,-8.64229e-01,-8.69507e-01,5.27775e-03
606,-8.64229e-01,-8.69507e-01,5.27775e-03
607,-8.64229e-01,-8.69507e-01,5.27775e-03
608,-8.64229e-01,-8.69507e-01,5.27773e-03
609,-8.64229e-01,-8.69507e-01,5.27774e-03
610,-8.64230e-01,-8.69507e-01,5.27764e-03
611,-8.64229e-01,-8.69507e-01,5.27775e-03
612,-8.64229e-01,-8.69507e-01,5.27780e-03
613,-8.64229e-01,-8.69507e-01,5.27772e-03
614,-8.64229e-01,-8.69507e-01,5.27779e-03
615,-8.64230e-01,-8.69507e-01,5.27766e-03
616,-8.64229e-01,-8.69507e-01,5.27781e-03
617,2.79415e-01,2.79415e-01,1.02525e-09
618,6.09224e-01,6.11682e-01,2.45825e-03
619,8.54677e-01,8.58934e-01,4.25752e-03
620,9.81560e-01,9.86808e-01,5.24748e-03
621,9.72171e-01,9.77530e-01,5.35892e-03
622,8.27767e-01,8.32391e-01,4.62321e-03
623,5.68387e-01,5.71561e-01,3.17481e-03
624,2.30057e-01,2.31294e-01,1.23705e-03
625,-1.40214e-01,-1.41120e-01,9.05602e-04
626,-4.90975e-01,-4.93920e-01,2.94497e-03
627,-7.73483e-01,-7.78073e-01,4.59047e-03
628,-9.48477e-01,-9.54086e-01,5.60849e-03
629,-9.91641e-01,-9.97495e-01,5.85415e-03
630,-8.96977e-01,-9.02268e-01,5.29093e-03
631,-6.77643e-01,-6.81639e-01,3.99543e-03
632,-3.64126e-01,-3.66273e-01,2.14645e-03
633,1.23414e-08,0.00000e+00,1.23414e-08
634,3.64126e-01,3.66273e-01,2.14643e-03
635,6.77643e-01,6.81639e-01,3.99540e-03
636,8.96977e-01,9.02268e-01,5.29091e-03
637,9.91641e-01,9.97495e-01,5.85414e-03
638,9.48477e-01,9.54086e-01,5.60849e-03
639,7.73483e-01,7.78073e-01,4.59046e-03
640,4.90975e-01,4.93920e-01,2.94495e-03
641,1.40214e-01,1.41120e-01,9.05592e-04
642,-2.30057e-01,-2.31294e-01,1.23706e-03
643,-5.68386e-01,-5.71561e-01,3.17482e-03
644,-8.27767e-01,-8.32391e-01,4.62323e-03
645,-9.72171e-01,-9.77530e-01,5.35891e-03
646,-9.81560e-01,-9.86808e-01,5.24746e-03
647,-8.54677e-01,-8.58934e-01,4.25751e-03
648,-6.09224e-01,-6.11682e-01,2.45825e-03
649,-2.79415e-01,-2.79415e-01,1.82036e-09
650,-6.24367e-01,-6.28174e-01,3.80668e-03
651,-6.24367e-01,-6.28174e-01,3.80668e-03
652,-6.24367e-01,-6.28174e-01,3.80667e-03
653,-6.24367e-01,-6.28174e-01,3.80673e-03
654,-6.24367e-01,-6.28174e-01,3.80668e-03
655,-6.24367e-01,-6.28174e-01,3.80671e-03
656,-6.24367e-01,-6.28174e-01,3.80668e-03
657,-6.24367e-01,-6.28174e-01,3.80671e-03
658,-6.24367e-01,-6.28174e-01,3.80673e-03
659,-6.24367e-01,-6.28174e-01,3.80673e-03
660,-6.24367e-01,-6.28174e-01,3.80673e-03
661,-6.24367e-01,-6.28174e-01,3.80669e-03
662,-6.24367e-01,-6.28174e-01,3.80667e-03
663,-6.24367e-01,-6.28174e-01,3.80668e-03
664,-6.24367e-01,-6.28174e-01,3.80670e-03
665,-6.24367e-01,-6.28174e-01,3.80668e-03
666,-6.24367e-01,-6.28174e-01,3.80667e-03
667,-6.24367e-01,-6.28174e-01,3.80670e-03
668,-6.24367e-01,-6.28174e-01,3.80676e-03
669,-6.24367e-01,-6.28174e-01,3.80674e-03
670,-6.24367e-01,-6.28174e-01,3.80670e-03
671,-6.24367e-01,-6.28174e-01,3.80670e-03
672,-6.24367e-01,-6.28174e-01,3.80670e-03
673,-6.24367e-01,-6.28174e-01,3.80668e-03
674,-6.24367e-01,-6.28174e-01,3.80668e-03
675,-6.24367e-01,-6.28174e-01,3.80658e-03
676,-6.24367e-01,-6.28174e-01,3.80667e-03
677,-6.24367e-01,-6.28174e-01,3.80672e-03
678,-6.24367e-01,-6.28174e-01,3.80665e-03
679,-6.24367e-01,-6.28174e-01,3.80674e-03
680,-6.24367e-01,-6.28174e-01,3.80663e-03
681,-6.24367e-01,-6.28174e-01,3.80676e-03
682,2.79415e-01,2.79415e-01,1.02525e-09
683,6.09224e-01,6.11682e-01,2.45825e-03
684,8.54677e-01,8.58934e-01,4.25753e-03
685,9.81560e-01,9.86808e-01,5.24748e-03
686,9.72171e-01,9.77530e-01,5.35892e-03
687,8.27767e-01,8.32391e-01,4.62321e-03
688,5.68387e-01,5.71561e-01,3.17481e-03
689,2.30057e-01,2.31294e-01,1.23704e-03
690,-1.40214e-01,-1.41120e-01,9.05602e-04
691,-4.90975e-01,-4.93920e-01,2.94497e-03
692,-7.73483e-01,-7.78073e-01,4.59047e-03
693,-9.48477e-01,-9.54086e-01,5.60849e-03
694,-9.91641e-01,-9.97495e-01,5.85414e-03
695,-8.96977e-01,-9.02268e-01,5.29093e-03
696,-6.77643e-01,-6.81639e-01,3.99543e-03
697,-3.64126e-01,-3.66273e-01,2.14645e-03
698,1.34644e-08,0.00000e+00,1.34644e-08
699,3.64126e-01,3.66273e-01,2.14643e-03
700,6.77643e-01,6.81639e-01,3.99540e-03
701,8.96977e-01,9.02268e-01,5.29091e-03
702,9.91641e-01,9.97495e-01,5.85415e-03
703,9.48477e-01,9.54086e-01,5.60850e-03
704,7.73483e-01,7.78073e-01,4.59047e-03
705,4.90975e-01,4.93920e-01,2.94496e-03
706,1.40214e-01,1.41120e-01,9.05597e-04
707,-2.30057e-01,-2.31294e-01,1.23706e-03
708,-5.68386e-01,-5.71561e-01,3.17483e-03
709,-8.27767e-01,-8.32391e-01,4.62324e-03
710,-9.72171e-01,-9.77530e-01,5.35891e-03
711,-9.81560e-01,-9.86808e-01,5.24747e-03
712,-8.54677e-01,-8.58934e-01,4.25750e-03
713,-6.09224e-01,-6.11682e-01,2.45825e-03
714,-2.79415e-01,-2.79415e-01,1.82036e-09
715,-2.97690e-01,-2.99534e-01,1.84353e-03
716,-2.97690e-01,-2.99534e-01,1.84353e-03
717,-2.97690e-01,-2.99534e-01,1.84352e-03
718,-2.97690e-01,-2.99534e-01,1.84355e-03
719,-2.97690e-01,-2.99534e-01,1.84352e-03
720,-2.97690e-01,-2.99534e-01,1.84353e-03
721,-2.97690e-01,-2.99534e-01,1.84352e-03
722,-2.97690e-01,-2.99534e-01,1.84354e-03
723,-2.97690e-01,-2.99534e-01,1.84356e-03
724,-2.97690e-01,-2.99534e-01,1.84358e-03
725,-2.97690e-01,-2.99534e-01,1.84357e-03
726,-2.97690e-01,-2.99534e-01,1.84353e-03
727,-2.97690e-01,-2.99534e-01,1.84351e-03
728,-2.97690e-01,-2.99534e-01,1.84351e-03
729,-2.97690e-01,-2.99534e-01,1.84353e-03
730,-2.97690e-01,-2.99534e-01,1.84352e-03
731,-2.97690e-01,-2.99534e-01,1.84350e-03
732,-2.97690e-01,-2.99534e-01,1.84353e-03
733,-2.97690e-01,-2.99534e-01,1.84358e-03
734,-2.97690e-01,-2.99534e-01,1.84357e-03
735,-2.97690e-01,-2.99534e-01,1.84353e-03
736,-2.97690e-01,-2.99534e-01,1.84354e-03
737,-2.97690e-01,-2.99534e-01,1.84353e-03
738,-2.97690e-01,-2.99534e-01,1.84351e-03
739,-2.97690e-01,-2.99534e-01,1.84352e-03
740,-2.97690e-01,-2.99534e-01,1.84341e-03
741,-2.97690e-01,-2.99534e-01,1.84349e-03
742,-2.97690e-01,-2.99534e-01,1.84353e-03
743,-2.97690e-01,-2.99534e-01,1.84347e-03
744,-2.97690e-01,-2.99534e-01,1.84357e-03
745,-2.97690e-01,-2.99534e-01,1.84348e-03
746,-2.97690e-01,-2.99534e-01,1.84360e-03
747,2.79415e-01,2.79415e-01,1.02525e-09
748,6.09224e-01,6.11682e-01,2.45826e-03
749,8.54677e-01,8.58934e-01,4.25754e-03
750,9.81560e-01,9.86808e-01,5.24749e-03
751,9.72171e-01,9.77530e-01,5.35892e-03
752,8.27767e-01,8.32391e-01,4.62321e-03
753,5.68387e-01,5.71561e-01,3.17480e-03
754,2.30057e-01,2.31294e-01,1.23704e-03
755,-1.40214e-01,-1.41120e-01,9.05607e-04
756,-4.90975e-01,-4.93920e-01,2.94497e-03
757,-7.73483e-01,-7.78073e-01,4.59047e-03
758,-9.48477e-01,-9.54086e-01,5.60848e-03
759,-9.91641e-01,-9.97495e-01,5.85414e-03
760,-8.96977e-01,-9.02268e-01,5.29092e-03
761,-6.77643e-01,-6.81639e-01,3.99542e-03
762,-3.64126e-01,-3.66273e-01,2.14645e-03
763,1.42359e-08,0.00000e+00,1.42359e-08
764,3.64126e-01,3.66273e-01,2.14642e-03
765,6.77643e-01,6.81639e-01,3.99540e-03
766,8.96977e-01,9.02268e-01,5.29091e-03
767,9.91641e-01,9.97495e-01,5.85414e-03
768,9.48477e-01,9.54086e-01,5.60849e-03
769,7.73483e-01,7.78073e-01,4.59047e-03
770,4.90975e-01,4.93920e-01,2.94497e-03
771,1.40214e-01,1.41120e-01,9.05602e-04
772,-2.30057e-01,-2.31294e-01,1.23706e-03
773,-5.68386e-01,-5.71561e-01,3.17483e-03
774,-8.27767e-01,-8.32391e-01,4.62325e-03
775,-9.72171e-01,-9.77530e-01,5.35892e-03
776,-9.81560e-01,-9.86808e-01,5.24748e-03
777,-8.54677e-01,-8.58934e-01,4.25751e-03
778,-6.09224e-01,-6.11682e-01,2.45825e-03
779,-2.79415e-01,-2.79415e-01,1.82036e-09
780,7.03870e-02,7.07372e-02,3.50200e-04
781,7.03870e-02,7.07372e-02,3.50193e-04
782,7.03870e-02,7.07372e-02,3.50202e-04
783,7.03870e-02,7.07372e-02,3.50188e-04
784,7.03870e-02,7.07372e-02,3.50215e-04
785,7.03870e-02,7.07372e-02,3.50220e-04
786,7.03870e-02,7.07372e-02,3.50221e-04
787,7.03870e-02,7.07372e-02,3.50205e-04
788,7.03870e-02,7.07372e-02,3.50176e-04
789,7.03870e-02,7.07372e-02,3.50157e-04
790,7.03870e-02,7.07372e-02,3.50167e-04
791,7.03870e-02,7.07372e-02,3.50204e-04
792,7.03870e-02,7.07372e-02,3.50231e-04
793,7.03870e-02,7.07372e-02,3.50220e-04
794,7.03870e-02,7.07372e-02,3.50197e-04
795,7.03870e-02,7.07372e-02,3.50207e-04
796,7.03870e-02,7.07372e-02,3.50229e-04
797,7.03870e-02,7.07372e-02,3.50209e-04
798,7.03870e-02,7.07372e-02,3.50166e-04
799,7.03870e-02,7.07372e-02,3.50174e-04
800,7.03870e-02,7.07372e-02,3.50208e-04
801,7.03870e-02,7.07372e-02,3.50196e-04
802,7.03870e-02,7.07372e-02,3.50199e-04
803,7.03870e-02,7.07372e-02,3.50216e-04
804,7.03870e-02,7.07372e-02,3.50206e-04
805,7.03869e-02,7.07372e-02,3.50314e-04
806,7.03869e-02,7.07372e-02,3.50254e-04
807,7.03870e-02,7.07372e-02,3.50235e-04
808,7.03869e-02,7.07372e-02,3.50286e-04
809,7.03870e-02,7.07372e-02,3.50180e-04
810,7.03870e-02,7.07372e-02,3.50230e-04
811,7.03871e-02,7.07372e-02,3.50132e-04
812,2.79415e-01,2.79415e-01,1.02525e-09
813,6.09224e-01,6.11682e-01,2.45826e-03
814,8.54677e-01,8.58934e-01,4.25754e-03
815,9.81560e-01,9.86808e-01,5.24750e-03
816,9.72171e-01,9.77530e-01,5.35892e-03
817,8.27767e-01,8.32391e-01,4.62321e-03
818,5.68387e-01,5.71561e-01,3.17479e-03
819,2.30057e-01,2.31294e-01,1.23703e-03
820,-1.40214e-01,-1.41120e-01,9.05615e-04
821,-4.90975e-01,-4.93920e-01,2.94497e-03
822,-7.73483e-01,-7.78073e-01,4.59047e-03
823,-9.48477e-01,-9.54086e-01,5.60849e-03
824,-9.91641e-01,-9.97495e-01,5.85414e-03
825,-8.96977e-01,-9.02268e-01,5.29092e-03
826,-6.77643e-01,-6.81639e-01,3.99542e-03
827,-3.64126e-01,-3.66273e-01,2.14645e-03
828,1.28756e-08,0.00000e+00,1.28756e-08
829,3.64126e-01,3.66273e-01,2.14642e-03
830,6.77643e-01,6.81639e-01,3.99539e-03
831,8.96977e-01,9.02268e-01,5.29090e-03
832,9.91641e-01,9.97495e-01,5.85414e-03
833,9.48477e-01,9.54086e-01,5.60849e-03
834,7.73483e-01,7.78073e-01,4.59047e-03
835,4.90975e-01,4.93920e-01,2.94497e-03
836,1.40214e-01,1.41120e-01,9.05605e-04
837,-2.30057e-01,-2.31294e-01,1.23705e-03
838,-5.68386e-01,-5.71561e-01,3.17483e-03
839,-8.27767e-01,-8.32391e-01,4.62325e-03
840,-9.72171e-01,-9.77530e-01,5.35894e-03
841,-9.81560e-01,-9.86808e-01,5.24750e-03
842,-8.54677e-01,-8.58934e-01,4.25752e-03
843,-6.09224e-01,-6.11682e-01,2.45826e-03
844,-2.79415e-01,-2.79415e-01,1.82036e-09
845,4.28699e-01,4.31177e-01,2.47722e-03
846,4.28699e-01,4.31177e-01,2.47721e-03
847,4.28699e-01,4.31177e-01,2.47721e-03
848,4.28699e-01,4.31177e-01,2.47721e-03
849,4.28699e-01,4.31177e-01,2.47723e-03
850,4.28699e-01,4.31177e-01,2.47725e-03
851,4.28699e-01,4.31177e-01,2.47725e-03
852,4.28699e-01,4.31177e-01,2.47724e-03
